"sex","age","sub_of_study_grouped","level_of_educ","urban","eu_active","nat_active","loc_active","not_active","salience","left_right","voting_eu","voting_nat","voting_kom","aff_1","aff_2","aff_3","aff_4","aff_5","aff_6","aff_7","aff_8","aff_9","aff_10","aff_11","aff_12","aff_13","aff_14","aff_15","aff_16","aff_17","aff_18","aff_19","aff_20","dem_eu_1","dem_eu_2","dem_eu_3","dem_eu_4","dem_eu_5","dem_eu_6","dem_eu_7","dem_eu_8","dem_eu_9","dem_eu_10","dem_nat_1","dem_nat_2","dem_nat_3","dem_nat_4","dem_nat_5","dem_nat_6","dem_nat_7","dem_nat_8","dem_nat_9","dem_nat_10","dem_loc_1","dem_loc_2","dem_loc_3","dem_loc_4","dem_loc_5","dem_loc_6","dem_loc_7","dem_loc_8","dem_loc_9","dem_loc_10","input_eu_1","input_eu_2","input_eu_3","input_nat_1","input_nat_2","input_nat_3","input_loc_1","input_loc_2","input_loc_3","trust_eu","trust_nat","trust_loc","soc_trust","int_loc_1","int_loc_2","int_loc_3","int_loc_4","int_loc_5","int_nat_1","int_nat_2","int_nat_3","int_nat_4","int_nat_5","int_eu_1","int_eu_2","int_eu_3","int_eu_4","int_eu_5","ex_nat","ex_eu","ex_loc","eu_int","tv","radio","internet","social_media","read","climate","immigration","abilities","sub_of_study_not_grouped","participant.payoff","iaps.1.player.id_in_group","iaps.1.player.valence_response","iaps.1.player.arousal_response","treatment","iaps.1.player.iaps_image","iaps.1.group.id_in_subsession","iaps.1.subsession.round_number","iaps.2.player.id_in_group","iaps.2.player.valence_response","iaps.2.player.arousal_response","iaps.2.player.iaps_image","iaps.2.group.id_in_subsession","iaps.2.subsession.round_number","iaps.3.player.id_in_group","iaps.3.player.valence_response","iaps.3.player.arousal_response","iaps.3.player.iaps_image","iaps.3.group.id_in_subsession","iaps.3.subsession.round_number","iaps.4.player.id_in_group","iaps.4.player.valence_response","iaps.4.player.arousal_response","iaps.4.player.iaps_image","iaps.4.group.id_in_subsession","iaps.4.subsession.round_number","iaps.5.player.id_in_group","iaps.5.player.valence_response","iaps.5.player.arousal_response","iaps.5.player.iaps_image","iaps.5.group.id_in_subsession","iaps.5.subsession.round_number","iaps.6.player.id_in_group","iaps.6.player.valence_response","iaps.6.player.arousal_response","iaps.6.player.iaps_image","iaps.6.group.id_in_subsession","iaps.6.subsession.round_number","public_goods.1.player.id_in_group","contribution","public_goods.1.player.payoff","public_goods.1.group.id_in_subsession","public_goods.1.group.total_contribution","public_goods.1.group.individual_share","public_goods.1.subsession.round_number","iaps.1.eda","iaps.1.eda.zscore","iaps.2.eda","iaps.2.eda.zscore","iaps.3.eda","iaps.3.eda.zscore","iaps.4.eda","iaps.4.eda.zscore","iaps.5.eda","iaps.5.eda.zscore","iaps.6.eda","iaps.6.eda.zscore","pid","tolerating","tolerating.normalized","concealing","concealing.normalized","adjusting","adjusting.normalized","adjusting_with8","adjusting_with8.normalized","fa.tolerating","fa.concealing","fa.adjusting","fa.tolerating.normalized","fa.concealing.normalized","fa.adjusting.normalized","trust_index"
"Male",28,"statskundskab",1,1,0,0,0,"Active",3,6,1,1,1,4,4,3,5,2,2,2,2,4,4,3,3,4,2,3,3,3,3,3,4,3,2,2,2,2,2,3,2,2,1,2,2,2,4,2,2,3,2,2,1,3,3,2,2,2,2,3,2,2,1,2,4,2,3,4,3,5,4,3,8,8,7,8,3,4,2,3,2,4,4,2,4,2,4,4,2,4,2,2,2,1,10,2,1,4,3,4,7,3,0,"statskundskab",202.5,3,4,3,"Neutral",2221,1,1,3,3,4,1440,1,2,3,1,3,6930,1,3,3,2,4,9090,1,4,3,3,3,1460,1,5,3,2,1,1510,1,6,1,50,202.5,2,150,112.5,1,0.794958440986133,2.2739767968544,0.140532776832611,0.401763328972226,0.0993111410384498,0.285127027872436,0.434609869588241,1.24392636625771,0.24305507575594,0.687131390667217,0.0551390578834512,0.172791961491014,"c3d20f692d6810766c7fa729aa9f027cad09aabafe1629679abc004163fb4565",13,40,28,62.5,20,58.3333333333333,22,53.5714285714286,5.97,21.29,7.26,42.7835051546392,71.9489981785063,45.8984375,23
"Male",26,"kok",0,1,0,0,0,"Active",3,7,1,1,1,4,4,3,3,2,1,4,2,4,3,4,5,3,2,3,4,4,3,5,3,4,5,3,4,5,5,4,2,3,2,2,2,2,4,2,4,3,2,3,1,2,2,2,4,1,4,3,2,3,1,1,2,1,2,2,2,1,2,2,5,8,8,7,3,2,1,2,1,4,4,1,3,1,1,2,1,1,3,3,5,2,3,1,1,2,2,1,6,8,0,"kok",148.75,1,3,1,"Neutral",2221,1,1,1,3,1,6930,1,2,1,4,2,1460,1,3,1,4,2,1440,1,4,1,4,1,1510,1,5,1,3,2,9090,1,6,1,100,148.75,1,145,108.75,1,1.27212711723806,5.12939299971513,0.433718714167037,1.73621880915379,0.478423711720462,1.9272371961185,0.819958376591024,3.31466743507688,0.364267124434669,1.44013169555216,0.454516654209626,1.82731200586709,"8d4c8b8b9a5a1cd84afdc98998723344ca2dc2c0228cc8cfd986fd816285eaa1",14,45,25,53.125,25,79.1666666666667,27,71.4285714285714,6.23,18.51,11.88,45.0171821305842,59.2896174863388,91.015625,21
"Female",23,"internationale studier",1,1,1,1,1,"Inactive",5,7,1,1,0,4,2,4,3,3,5,1,2,3,1,5,2,2,4,1,3,5,2,2,1,3,3,1,3,5,5,3,1,1,1,2,1,3,4,5,5,3,1,1,1,2,3,2,5,5,3,2,2,2,1,4,3,2,5,3,2,4,2,2,9,7,6,8,2,2,1,1,2,4,3,3,4,1,4,5,3,5,1,3,2,3,7,2,1,4,4,3,10,10,0,"internationale relationer",133.75,6,2,4,"Fear",1052,1,1,6,3,3,5970,1,2,6,3,4,1302,1,3,6,1,4,1110,1,4,6,2,3,3280,1,5,6,1,5,1930,1,6,2,25,133.75,3,25,18.75,1,2.61842779455357,8.42562573268297,0.62290844598984,2.01505368571543,0.136897160034192,0.467376833757002,0.255157195833807,0.85460551996616,4.27463909624958,13.7632070556456,0.226367435869132,0.737004738384269,"242d9d111376c24441ad9e492f671a7f89be0a85726176fd3b1cd176806ecfc8",23,90,17,28.125,13,29.1666666666667,15,28.5714285714286,11.08,11.43,5.2,86.6838487972509,27.0491803278688,25.78125,22
"Female",26,"statskundskab",1,1,0,1,0,"Inactive",3,6,1,1,1,2,3,5,4,2,1,5,2,2,2,5,4,2,1,2,3,5,2,3,2,5,4,6,1,1,2,3,2,2,1,4,3,1,2,1,2,3,2,2,1,4,3,1,1,1,2,3,2,2,1,3,3,2,4,4,2,4,4,3,7,7,9,7,2,1,1,2,1,3,3,2,2,1,3,2,1,2,1,2,3,1,8,1,2,2,4,3,8,5,0,"statskundskab",177.5,4,3,4,"Fear",5970,1,1,4,1,5,1052,1,2,4,2,4,1930,1,3,4,1,4,1110,1,4,4,3,3,1302,1,5,4,3,2,3280,1,6,2,90,177.5,2,170,127.5,1,1.61312401183789,7.34010403253194,1.59196642501112,7.2238961027462,0.858524857133302,3.89838617244447,1.28120337079819,5.81309699711669,0.941762260264123,4.28461390452432,1.10522538175534,5.01395484623935,"da695e2f69af03b41329cf4ba21eaaf8a1b66189d862880c34453bbbabb28da9",17,60,16,25,22,66.6666666666667,24,60.7142857142857,7.67,12.4,9.18,57.3883161512028,31.4663023679417,64.6484375,23
"Male",22,"datamatik",0,1,0,0,0,"Active",1,3,1,1,2,1,2,1,5,5,2,4,1,5,1,4,1,1,3,4,2,5,1,2,5,5,1,4,1,1,5,5,2,5,1,5,1,4,1,1,4,2,3,5,1,5,5,4,4,1,5,5,4,4,1,2,3,1,4,2,1,5,4,1,7,5,6,10,1,1,1,1,5,1,2,1,3,4,3,1,1,4,3,2,3,1,10,1,1,4,4,1,7,8,0,"datamatik",190,2,3,3,"Disgust",2352.2,1,1,2,2,4,3150,1,2,2,3,4,3140,1,3,2,3,2,3010,1,4,2,2,3,3400,1,5,2,1,4,3000,1,6,2,100,190,1,200,150,1,1.7113575044021,6.00168616020142,1.19213203885526,4.16611084193321,0.393905693267262,1.34854694365642,0.941822896930654,3.26679647222544,1.16479059459972,4.06056827909369,0.703538090463168,2.40627130066967,"fe1bb38a098513943cdbff4c528b01a56eab611b8cf78c5fee70f421fd102131",15,50,23,46.875,16,41.6666666666667,17,35.7142857142857,6.05,14.75,5.3,43.4707903780069,42.167577413479,26.7578125,18
"Female",18,"sprogvidenskab",0,1,1,1,1,"Inactive",5,NA,2,2,2,5,4,2,5,2,1,4,5,4,4,4,4,3,1,4,2,3,3,3,4,4,3,5,1,1,3,1,4,4,2,3,2,5,1,4,3,1,1,3,1,2,1,5,1,4,3,1,2,3,1,1,2,2,2,3,2,4,4,2,0,3,2,10,5,4,4,3,1,5,4,5,4,2,4,4,5,5,4,3,4,2,3,1,1,4,4,3,10,9,0,"sproglig studieretning",190,1,2,3,"Disgust",3010,1,1,1,2,3,3140,1,2,1,1,4,3000,1,3,1,2,2,2352.2,1,4,1,2,4,3150,1,5,1,2,4,3400,1,6,1,100,190,1,200,150,1,2.24177115989694,7.47602879732396,2.25097066699784,7.51522577654741,2.10365744478305,7.02231076268338,0.299199531887538,0.965991530284575,0.48728377292113,1.62901541798762,1.07960374276539,3.57612421615496,"21995739872a48bc9d110eb270aaad71ae65b5c153d6a2d5016f288962e4a7ae",11,30,29,65.625,22,66.6666666666667,27,71.4285714285714,4.78,21.85,8.26,32.5601374570447,74.4990892531876,55.6640625,5
"Male",28,"statskundskab",2,2,1,1,0,"Inactive",3,4,1,1,0,3,5,2,4,4,2,5,2,2,5,5,4,3,2,5,5,2,4,2,5,4,4,5,1,5,5,2,1,2,3,4,3,5,2,1,4,3,1,1,3,5,4,2,4,1,5,2,1,1,2,2,1,2,3,4,3,4,3,3,6,7,8,9,1,2,3,2,2,4,5,4,5,1,4,3,4,4,3,4,3,2,2,1,2,4,4,4,8,7,0,"statskundskab",187.5,3,2,NA,"Joy",2370,1,1,3,4,2,2091,1,2,3,3,4,1670,1,3,3,5,2,2050,1,4,3,5,1,1463,1,5,3,4,2,2341,1,6,1,80,187.5,2,170,127.5,1,0.739437628820539,3.41971621208793,2.52946392774124,11.7473811672963,0.458996791186943,2.09999504449591,0.176381511460891,0.77596648958929,0.336460999262745,1.51281748509359,0.253928533981252,1.19379277903886,"33bf3958ce846b90b332284815b6c16e3a29e5786263cbce568233d9af78c6b5",13,40,31,71.875,25,79.1666666666667,27,71.4285714285714,5.19,21.61,9.2,36.0824742268041,73.4061930783242,64.84375,21
"Male",26,"filosofi",0,1,1,1,0,"Inactive",4,6,1,1,1,5,1,2,5,5,1,1,3,3,4,3,1,4,2,4,5,3,4,1,2,5,5,1,4,4,2,3,1,1,4,4,2,1,4,4,2,3,1,1,1,4,2,1,4,2,2,3,1,1,1,1,2,1,2,4,2,4,4,3,3,4,6,6,5,3,3,2,3,5,4,3,3,2,3,3,1,3,5,5,5,3,3,1,3,4,2,3,8,8,0,"filosofi",152.5,2,4,2,"Fear",3280,1,1,2,2,2,1302,1,2,2,3,1,1052,1,3,2,5,3,5970,1,4,2,3,1,1110,1,5,2,3,3,1930,1,6,2,100,152.5,1,150,112.5,1,2.36966794798359,11.4346007877704,1.26527123061565,6.11319172912548,0.422269911561076,2.03528424933857,0.955880067304316,4.61602411276179,0.070667462001897,0.333477941669389,0.270014674617844,1.28936270035486,"9639442e7910ee2dad829900952fc531eba32c45912b333150aa70f89fc66a7b",11,30,31,71.875,14,33.3333333333333,17,35.7142857142857,3.84,19.35,4.56,24.4845360824742,63.1147540983606,19.53125,13
"Female",21,"statskundskab",0,1,1,1,0,"Inactive",4,6,1,1,2,4,3,2,3,4,2,2,3,2,2,5,4,2,2,2,3,4,4,4,3,4,4,3,4,3,5,3,2,2,3,3,1,2,3,2,4,3,1,1,1,2,2,3,4,2,4,3,1,1,1,2,3,4,3,4,5,4,4,4,5,7,7,7,4,4,3,3,2,4,4,4,4,2,3,3,2,3,3,2,3,2,5,2,3,3,3,3,10,8,0,"statskundskab",145,6,4,1,"Joy",2370,1,1,6,5,1,2091,1,2,6,3,1,1670,1,3,6,5,1,2050,1,4,6,4,1,1463,1,5,6,5,1,2341,1,6,2,100,145,3,140,105,1,3.7178542137352,7.91395309011704,1.45163211466572,3.07989285070818,0.292343347753445,0.640687487924592,0.676301320687304,1.44312884094049,0.984660486919437,2.07153802422881,0.679489497812782,1.43768491166861,"12f231e2f19a492a89997356c7f06ab5bda83827edab43160710cd18ddd30f74",15,50,23,46.875,19,54.1666666666667,22,53.5714285714286,6.27,14.4,8.9,45.3608247422681,40.5737704918033,61.9140625,19
"Female",24,"biologi",2,1,0,0,0,"Active",4,3,0,2,1,2,3,4,4,2,3,5,2,3,4,5,2,3,2,2,3,4,2,2,1,3,2,1,3,1,1,2,1,2,1,2,1,3,1,1,2,1,2,2,1,1,1,1,1,1,4,4,1,1,1,2,3,2,3,4,4,5,5,4,6,7,9,9,4,3,5,2,1,1,3,1,2,2,2,2,1,2,3,3,2,1,7,3,1,2,4,3,9,6,0,"biologi",205,5,5,1,"Neutral",1440,1,1,5,4,3,1510,1,2,5,1,3,9090,1,3,5,2,3,6930,1,4,5,5,2,1460,1,5,5,3,4,2221,1,6,1,40,205,3,140,105,1,1.57493625346694,3.55685899457039,1.87542292418484,4.22885196587148,0.100431838013268,0.218770514554866,0.136014236375601,0.305743633091137,1.12891424325895,2.5548243133104,0.229414540805721,0.516706612620264,"a6ebe2bff6992b9ab7f58e42824e5994672723194e85ade30d367b4efc395c91",18,65,19,34.375,19,54.1666666666667,21,50,8.54,15.09,6.88,64.8625429553265,43.7158469945355,42.1875,22
"Male",25,"statskundskab",1,1,0,0,0,"Active",4,6,1,1,1,5,3,4,4,1,2,4,1,3,5,5,3,4,1,4,3,5,1,2,3,2,2,2,2,5,4,3,1,3,2,1,1,2,2,1,3,3,1,1,1,3,2,2,2,2,2,3,2,2,1,2,2,4,5,4,5,4,3,4,8,8,8,8,5,3,5,2,1,5,5,4,5,1,3,2,2,2,3,2,4,1,8,3,1,3,3,99,8,3,0,"statskundskab",202.5,1,1,4,"Disgust",3140,1,1,1,1,4,2352.2,1,2,1,1,4,3010,1,3,1,1,5,3400,1,4,1,1,5,3000,1,5,1,1,5,3150,1,6,1,50,202.5,1,150,112.5,1,3.03810340888975,8.35742205982601,0.0646004618388925,0.176624531060918,0.184086545584095,0.508351291565721,0.960801567289716,2.65370582560294,1.80096083883293,4.95242149561332,0.558813372945007,1.53679726145554,"140bde56e45154897d50b5d899f041a62478c3a2f49f12433c500e0f69cbc0dc",17,60,26,56.25,19,54.1666666666667,20,46.4285714285714,8.24,20.41,7.12,62.2852233676976,67.9417122040073,44.53125,24
"Female",25,"statskundskab",0,1,0,1,0,"Inactive",3,2,1,1,1,3,3,4,5,4,1,3,2,4,3,5,4,3,1,3,4,3,5,4,4,5,5,3,2,2,3,2,2,4,3,4,2,3,2,1,1,2,1,1,1,4,4,4,2,1,1,3,2,2,1,3,2,4,4,5,4,5,5,5,4,6,7,7,5,2,4,1,3,4,5,3,3,1,2,3,3,3,3,4,4,2,6,1,3,2,3,2,4,8,0,"statskundskab",145,3,5,1,"Joy",1463,1,1,3,5,1,2341,1,2,3,4,1,1670,1,3,3,3,3,2370,1,4,3,5,1,2091,1,5,3,4,3,2050,1,6,1,100,145,2,140,105,1,2.41855369146507,5.28626945575878,0.738640411800438,1.61154852852753,0.411803773305246,0.894841448145019,0.135769615130821,0.299616194364718,0.948652643448449,2.06575361146028,0.749993529246279,1.63196940303178,"237273b10e002198e5701afdffb4873807c1e6421000d95985a0a18b328d5df4",14,45,29,65.625,23,70.8333333333333,25,64.2857142857143,5.49,19.21,9.82,38.659793814433,62.4772313296903,70.8984375,17
"Male",22,"science",0,1,0,0,0,"Active",3,2,0,0,1,3,4,4,3,4,3,3,2,5,4,4,4,2,3,4,4,5,3,5,3,2,2,3,1,2,4,3,2,2,2,3,3,3,4,3,4,3,3,3,2,2,2,3,3,2,3,3,2,2,2,4,4,5,3,4,4,3,3,4,7,5,7,8,2,3,3,2,4,3,4,3,3,3,2,3,2,3,3,3,3,4,7,2,2,4,4,2,10,8,0,"nanoscience",205,4,5,1,"Joy",2370,1,1,4,5,1,2091,1,2,4,5,2,2050,1,3,4,4,2,2341,1,4,4,4,3,1670,1,5,4,4,2,1463,1,6,2,40,205,2,140,105,1,0.524591437455763,2.22149950741285,1.31442271933349,5.58591490509968,0.562004922221082,2.38858375408689,0.253465819999895,1.12250758940158,1.19063950183158,5.00017998229419,0.207487663676763,0.850427799539652,"0fb38e9ac85e6fb33ca4d7f59bd50bfdb7f692f6283efd17232f3fb8a13a0c74",19,70,28,62.5,23,70.8333333333333,25,64.2857142857143,8.46,19.44,10.8,64.1752577319588,63.5245901639344,80.46875,19
"Male",22,"science",0,1,0,0,0,"Active",3,2,0,1,0,4,4,4,5,3,2,3,3,4,3,5,4,4,3,4,4,4,3,4,2,5,4,3,3,2,3,3,3,4,2,4,3,3,2,1,4,3,3,3,2,4,4,2,3,1,4,3,2,3,2,2,2,2,3,3,3,3,3,3,7,3,NA,5,2,2,3,3,3,3,3,4,3,3,1,2,2,2,4,4,3,3,8,2,1,2,2,4,7,5,0,"nanoscience",197.5,2,2,4,"Disgust",3010,1,1,2,3,4,3400,1,2,2,3,4,2352.2,1,3,2,2,4,3000,1,4,2,3,3,3140,1,5,2,2,4,3150,1,6,2,70,197.5,1,170,127.5,1,1.16027079944264,6.80327344904814,0.660056675848733,3.87614957577346,0.367208978181017,2.14578079738454,0.133384368545321,0.776092059932731,0.35043366122262,2.04147896180016,0.198112384298738,1.16457994414604,"028e3a1f3c84ef2cb715222217111c072d58f2e979d211dc729a94414859c613",18,65,27,59.375,24,75,27,71.4285714285714,7.96,20.29,9.82,59.8797250859106,67.3952641165756,70.8984375,NA
"Female",22,"science",0,1,0,1,0,"Inactive",5,7,2,1,2,3,2,4,2,3,1,1,2,3,2,4,2,2,2,3,4,3,3,2,2,4,4,4,2,2,4,4,5,3,1,3,3,3,2,2,4,4,4,3,1,2,2,3,3,2,4,4,1,3,1,2,2,1,1,1,1,3,3,2,6,4,7,10,5,3,4,3,1,3,4,4,3,3,2,4,4,2,3,4,3,3,99,1,1,2,4,2,7,10,0,"science",122.5,3,2,4,"Fear",1302,1,1,3,1,4,5970,1,2,3,1,5,1930,1,3,3,3,5,3280,1,4,3,1,5,1052,1,5,3,2,4,1110,1,6,1,100,122.5,2,110,82.5,1,1.18965010836668,5.87730580824144,0.896420650373535,4.42972974165376,1.77454295074977,8.77709104066519,0.402176769827765,2.00020063155554,0.152148302447485,0.742296840065913,0.158274060930578,0.792071283998609,"7c0eee8a82e23feef9f6c98c71734a7f58578f6812953ad182bb9b45c39ca345",14,45,21,40.625,13,29.1666666666667,15,28.5714285714286,5.83,13.44,5.7,41.5807560137457,36.2021857923497,30.6640625,17
"Female",19,"sygepleje",0,1,1,1,0,"Inactive",3,4,2,2,2,3,3,1,4,4,5,5,5,3,3,5,5,2,1,3,2,5,3,4,3,4,4,4,2,2,2,3,3,3,3,3,2,3,2,2,2,3,3,3,1,3,2,2,1,1,3,3,2,2,1,1,3,2,3,4,3,4,4,3,5,4,7,8,1,3,2,1,2,1,4,2,2,3,1,2,1,1,4,3,4,2,8,1,1,3,3,3,7,7,0,"sygepleje",167.5,1,3,3,"Fear",1930,1,1,1,3,3,1052,1,2,1,2,3,5970,1,3,1,2,2,3280,1,4,1,3,2,1110,1,5,1,2,2,1302,1,6,1,100,167.5,1,170,127.5,1,2.64652647112279,8.8550361224048,1.28880043204292,4.31773176738856,0.406733869045185,1.35169121055255,1.66331005964767,5.56999395214055,0.732445193175887,2.4518809248608,0.569370388752603,1.90000330898513,"761f4be5a5e21591eb4070e0db645c5f976f0dfdd9bef28c7874c95c5bf3db3c",17,60,24,50,23,70.8333333333333,28,75,8.03,16.11,10.32,60.4810996563574,48.3606557377049,75.78125,16
"Female",22,"statskundskab",0,1,0,1,0,"Inactive",4,4,1,1,1,3,2,4,5,2,2,3,4,2,3,4,2,2,1,3,2,3,3,2,3,4,3,3,2,2,2,3,1,1,2,1,1,3,2,3,2,3,1,1,1,4,2,3,2,2,2,3,1,1,1,2,4,3,3,5,4,4,5,3,6,7,7,6,2,1,2,1,2,5,4,4,4,1,4,4,3,3,2,2,3,2,6,3,2,3,3,3,10,8,0,"statskundskab",212.5,4,5,1,"Joy",2341,1,1,4,5,1,1670,1,2,4,4,1,2050,1,3,4,5,1,2091,1,4,4,4,1,2370,1,5,4,5,1,1463,1,6,2,10,212.5,2,110,82.5,1,0.771378194561962,9.08294311550369,0.267509588454369,3.1513948304725,0.253332669478367,3.0025219137707,0.130376393919544,1.51666520886385,0.183001717248858,2.1550778370593,0.324837133817353,3.80317671619015,"b80902c3bfbed2b6bb419ee7879f324edae5c6b5872ad9b2cbc563c04955c3b8",14,45,21,40.625,16,41.6666666666667,20,46.4285714285714,6.41,15.07,5.54,46.5635738831615,43.6247723132969,29.1015625,20
"Female",30,"humaniore",1,1,0,0,0,"Active",3,2,1,1,1,4,4,2,4,5,4,4,4,5,5,4,3,5,2,4,4,4,3,4,4,3,4,3,4,1,2,3,2,3,1,3,4,2,4,2,2,3,2,3,1,4,4,3,2,2,2,3,2,2,2,4,4,3,2,2,2,5,4,3,8,6,7,8,3,2,4,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,9,2,4,4,4,2,7,7,0,"humaniore",165,2,3,2,"Neutral",2221,1,1,2,4,1,1510,1,2,2,3,3,6930,1,3,2,4,3,1440,1,4,2,3,2,9090,1,5,2,5,1,1460,1,6,2,50,165,1,100,75,1,1.16047857780036,7.11383694297664,0.0970839502925215,0.597643035690851,0.0989323810637434,0.614158134317745,0.494035952400126,3.01766236821038,0.0518370830255275,0.32527413414506,0.116767632299728,0.697535088074685,"1d0e6f79dc75b41f92e333fc0f38ac7b04c81228162cc1f7635ae30d1423d9ea",16,55,35,84.375,23,70.8333333333333,27,71.4285714285714,6.94,23.94,9.58,51.1168384879725,84.0163934426229,68.5546875,21
"Female",21,"kognitiv videnskab",0,1,0,1,0,"Inactive",4,3,1,1,2,3,2,3,2,1,3,4,4,2,3,2,3,2,4,4,2,5,1,4,1,2,2,4,1,4,2,1,1,1,1,1,1,4,1,2,2,1,1,1,1,2,2,3,1,2,2,1,1,1,1,5,5,4,5,4,2,5,4,4,9,4,7,10,2,2,1,1,1,3,5,3,4,1,3,3,3,3,1,3,2,2,10,2,3,3,4,3,10,10,0,"cognitive science",157.5,4,4,2,"Joy",1463,1,1,4,4,1,2341,1,2,4,5,1,2050,1,3,4,3,4,1670,1,4,4,3,2,2091,1,5,4,4,1,2370,1,6,2,50,157.5,2,90,67.5,1,0.443775665068821,2.87841453160293,0.306906018129865,1.98943588908342,0.7716404972711,4.92078769578952,0.106065349465901,0.665795582060572,0.253253202403202,1.60635968538972,0.188335593794198,1.18984904988709,"4d71418a312d0df243e184cdca454a22ff30215239575d947e2bee961d9bae4b",17,60,17,28.125,17,45.8333333333333,21,50,8.55,12.98,8.58,64.9484536082474,34.1074681238616,58.7890625,20
"Female",23,"statskundskab",1,1,0,0,0,"Active",4,7,1,1,1,2,2,3,3,2,3,3,4,2,2,4,4,2,3,2,4,4,3,3,2,5,5,2,4,3,5,3,2,4,4,1,1,3,2,2,5,3,1,1,2,1,1,2,1,1,4,3,1,1,1,2,2,3,2,2,3,2,2,4,6,7,7,5,3,3,3,3,1,3,5,4,4,1,1,2,1,2,4,2,4,2,7,3,1,4,4,3,7,9,0,"statskundskab",167.5,3,5,1,"Joy",2050,1,1,3,5,1,2091,1,2,3,5,1,2370,1,3,3,5,1,1670,1,4,3,5,1,2341,1,5,3,5,1,1463,1,6,1,40,167.5,2,90,67.5,1,0.494964209327905,5.00422033604337,0.253925802423417,2.57199870720436,0.428079247873604,4.26165584208069,0.338912626515436,3.43442355921589,0.23276251455238,2.33619353617738,0.19299738563936,1.89797493955906,"04b0690b05e641945b005af118340a4824b09cac9d391a5b2ee6e681b7913524",17,60,17,28.125,19,54.1666666666667,23,57.1428571428571,8.1,11.73,8.84,61.0824742268041,28.4153005464481,61.328125,20
"Male",25,"kommunikation",1,1,0,0,0,"Active",3,4,1,1,1,4,4,2,3,1,5,3,5,4,1,5,2,2,1,2,3,5,3,2,2,5,5,5,2,3,4,2,3,3,1,3,3,4,2,4,4,4,3,3,1,3,3,4,2,4,5,2,1,3,1,2,2,1,4,3,3,5,3,3,5,8,9,7,2,1,1,1,1,3,4,3,3,1,3,3,1,1,2,2,3,2,99,1,2,2,3,2,10,5,0,"kommunikation",165,1,3,4,"Fear",5970,1,1,1,4,2,1110,1,2,1,1,4,1052,1,3,1,1,3,1930,1,4,1,5,2,1302,1,5,1,5,1,3280,1,6,1,50,165,1,100,75,1,4.20893220296812,9.8207451512024,0.790701579405482,1.85469770875447,1.42481050689461,3.32107027169565,1.28863134952645,3.00721487023864,0.113332310324387,0.271622184035142,0.0306005316060667,0.0791732871262312,"41660534ac82ccda61d56caec274faba01c3c4439625fba8019eec5768616a6f",18,65,19,34.375,17,45.8333333333333,22,53.5714285714286,9.45,15.01,6.04,72.680412371134,43.351548269581,33.984375,22
"Male",22,"historie",0,1,1,1,1,"Inactive",4,4,1,1,1,3,4,5,5,3,4,2,3,4,3,5,5,3,4,4,3,4,4,4,2,4,3,2,2,2,4,3,3,4,2,2,2,2,2,2,4,2,3,3,1,3,4,2,2,1,4,3,2,3,1,3,2,4,3,2,3,3,3,3,6,7,7,6,4,3,4,3,1,5,4,3,5,2,4,3,2,3,3,2,2,3,7,1,1,4,3,3,10,7,0,"historie/digital design",195,3,4,2,"Joy",2341,1,1,3,4,1,2091,1,2,3,4,1,1463,1,3,3,4,2,2050,1,4,3,3,1,2370,1,5,3,4,1,1670,1,6,1,80,195,2,180,135,1,0.649528989122723,5.21441418383956,0.471797539587173,3.77893631629293,0.345408311451535,2.73897310385763,0.270339214376208,2.17790442879731,0.234821457448741,1.88616541892592,0.556353185807597,4.45103473423898,"4310ac8251107096c4acda8f5e8bf77c0319c8bd2017f1872e6014780e144d77",22,85,26,56.25,23,70.8333333333333,26,67.8571428571429,10.29,19.29,9.56,79.8969072164949,62.8415300546448,68.359375,20
"Male",21,"historie",0,1,0,0,1,"Inactive",3,2,1,1,2,3,5,4,4,5,1,2,5,5,5,5,5,5,2,5,2,4,5,3,1,4,4,5,2,1,1,1,3,2,2,4,3,5,1,1,1,2,2,2,1,5,4,5,1,1,1,2,3,4,2,1,4,2,2,3,2,3,2,2,6,4,7,7,4,2,4,1,1,4,4,4,3,1,2,1,2,1,3,4,4,3,9,1,1,4,4,2,10,10,0,"idehistorie",152.5,2,1,4,"Disgust",3000,1,1,2,1,5,3400,1,2,2,1,5,3150,1,3,2,2,4,3140,1,4,2,2,3,3010,1,5,2,3,4,2352.2,1,6,2,100,152.5,1,150,112.5,1,1.03467470788214,5.4862020756444,0.462572806776434,2.45773035449017,0.553725959369648,2.93856757719938,0.451110787057026,2.3939802358138,0.641215479589261,3.40207405007688,0.20100723776412,1.06452405896249,"da2348309e378b2225156b0dbe8cdc98af63971e4d0840a588b6b35efd4e4d6b",16,55,34,81.25,21,62.5,26,67.8571428571429,6.16,24.04,8.08,44.4158075601375,84.471766848816,53.90625,17
