"sex","age","sub_of_study_grouped","level_of_educ","urban","eu_active","nat_active","loc_active","not_active","salience","left_right","voting_eu","voting_nat","voting_kom","aff_1","aff_2","aff_3","aff_4","aff_5","aff_6","aff_7","aff_8","aff_9","aff_10","aff_11","aff_12","aff_13","aff_14","aff_15","aff_16","aff_17","aff_18","aff_19","aff_20","dem_eu_1","dem_eu_2","dem_eu_3","dem_eu_4","dem_eu_5","dem_eu_6","dem_eu_7","dem_eu_8","dem_eu_9","dem_eu_10","dem_nat_1","dem_nat_2","dem_nat_3","dem_nat_4","dem_nat_5","dem_nat_6","dem_nat_7","dem_nat_8","dem_nat_9","dem_nat_10","dem_loc_1","dem_loc_2","dem_loc_3","dem_loc_4","dem_loc_5","dem_loc_6","dem_loc_7","dem_loc_8","dem_loc_9","dem_loc_10","input_eu_1","input_eu_2","input_eu_3","input_nat_1","input_nat_2","input_nat_3","input_loc_1","input_loc_2","input_loc_3","trust_eu","trust_nat","trust_loc","soc_trust","int_loc_1","int_loc_2","int_loc_3","int_loc_4","int_loc_5","int_nat_1","int_nat_2","int_nat_3","int_nat_4","int_nat_5","int_eu_1","int_eu_2","int_eu_3","int_eu_4","int_eu_5","ex_nat","ex_eu","ex_loc","eu_int","tv","radio","internet","social_media","read","climate","immigration","abilities","sub_of_study_not_grouped","participant.payoff","iaps.1.player.id_in_group","iaps.1.player.valence_response","iaps.1.player.arousal_response","treatment","iaps.1.player.iaps_image","iaps.1.group.id_in_subsession","iaps.1.subsession.round_number","iaps.2.player.id_in_group","iaps.2.player.valence_response","iaps.2.player.arousal_response","iaps.2.player.iaps_image","iaps.2.group.id_in_subsession","iaps.2.subsession.round_number","iaps.3.player.id_in_group","iaps.3.player.valence_response","iaps.3.player.arousal_response","iaps.3.player.iaps_image","iaps.3.group.id_in_subsession","iaps.3.subsession.round_number","iaps.4.player.id_in_group","iaps.4.player.valence_response","iaps.4.player.arousal_response","iaps.4.player.iaps_image","iaps.4.group.id_in_subsession","iaps.4.subsession.round_number","iaps.5.player.id_in_group","iaps.5.player.valence_response","iaps.5.player.arousal_response","iaps.5.player.iaps_image","iaps.5.group.id_in_subsession","iaps.5.subsession.round_number","iaps.6.player.id_in_group","iaps.6.player.valence_response","iaps.6.player.arousal_response","iaps.6.player.iaps_image","iaps.6.group.id_in_subsession","iaps.6.subsession.round_number","public_goods.1.player.id_in_group","contribution","public_goods.1.player.payoff","public_goods.1.group.id_in_subsession","public_goods.1.group.total_contribution","public_goods.1.group.individual_share","public_goods.1.subsession.round_number","iaps.1.eda","iaps.1.eda.zscore","iaps.2.eda","iaps.2.eda.zscore","iaps.3.eda","iaps.3.eda.zscore","iaps.4.eda","iaps.4.eda.zscore","iaps.5.eda","iaps.5.eda.zscore","iaps.6.eda","iaps.6.eda.zscore","pid","tolerating","tolerating.normalized","concealing","concealing.normalized","adjusting","adjusting.normalized","adjusting_with8","adjusting_with8.normalized","fa.tolerating","fa.concealing","fa.adjusting","fa.tolerating.normalized","fa.concealing.normalized","fa.adjusting.normalized","trust_index"
"Male",20,"pædagog",0,1,0,0,0,"Active",3,3,2,2,2,3,4,4,NA,4,4,4,2,3,2,5,3,3,2,2,3,2,4,4,2,4,4,99,2,1,1,2,3,2,1,3,2,99,2,1,1,1,2,2,1,4,2,99,3,1,1,1,2,3,1,2,2,3,4,4,5,5,4,5,8,9,7,8,5,2,5,1,2,3,3,4,3,2,3,3,2,2,4,1,3,1,10,1,1,2,1,2,10,10,0,"pædagog",190,1,2,3,"Disgust",2352.2,1,1,1,2,3,3140,1,2,1,NA,4,3400,1,3,1,2,4,3000,1,4,1,2,3,3010,1,5,1,2,4,3150,1,6,1,100,190,1,200,150,1,0.929628053046626,5.11251506563592,0.150510391329355,0.762617004601438,0.494870969508066,2.65883484592821,0.157610795827301,0.805617439805743,0.297402589160386,1.70381103271507,0.422491983391494,2.26028073286083,"28559b27af098dc633d8f15e538a817054fa158aac382efad625885ef1a27e42",17,60,23,46.875,NA,NA,NA,NA,7.53,NA,9.08,56.1855670103093,NA,63.671875,24
"Male",73,"ingeniør",4,4,0,0,0,"Active",2,4,1,1,1,4,3,5,5,4,2,4,4,3,3,4,5,4,3,3,2,4,1,4,4,5,5,5,4,5,2,2,4,5,4,5,5,5,4,2,2,2,2,2,1,4,3,3,4,1,1,2,2,2,1,1,1,1,4,3,1,4,3,1,3,7,8,10,2,2,5,1,2,5,3,3,2,2,2,3,1,1,2,3,5,2,3,2,1,3,1,3,10,10,0,"ingeniør",190,2,1,5,"Fear",1052,1,1,2,2,3,3280,1,2,2,3,NA,5970,1,3,2,2,4,1302,1,4,2,3,5,1110,1,5,2,4,3,1930,1,6,2,100,190,1,200,150,1,1.99529690750015,11.1938735389852,0.415750751635088,2.33682264063884,0.557366113463419,3.11294696068829,0.548491376386697,3.0504356996275,0.659401614770677,3.67761510294554,0.347487008458483,1.92972235700492,"38047e92e0ad83d03a27181ac78a0855b7712952d528fbe73797611e58fe0865",18,65,26,56.25,23,70.8333333333333,27,71.4285714285714,7.67,18.34,9.9,57.3883161512028,58.5154826958105,71.6796875,18
"Female",22,"biologi",4,3,0,0,0,"Active",4,7,1,1,1,5,5,5,5,1,2,4,2,5,4,5,3,5,2,5,3,5,3,3,5,3,4,1,2,3,4,4,2,2,2,3,4,1,2,2,4,4,2,2,2,2,2,1,2,2,4,4,2,2,1,5,4,4,5,4,4,5,4,5,7,8,8,4,4,3,3,2,2,3,4,3,3,2,1,3,1,3,4,1,1,1,4,3,1,3,2,3,8,7,0,"bioanalytiker",190,3,3,1,"Neutral",1460,1,1,3,3,1,2221,1,2,3,2,1,9090,1,3,3,4,1,1440,1,4,3,4,1,1510,1,5,3,3,2,6930,1,6,1,100,190,2,200,150,1,2.54855491481189,11.7317496201666,1.55650419859057,7.16583117283639,0.511387993970634,2.35698349237029,1.17418917841609,5.40483473812514,0.130032851694281,0.596142488828205,0.629849325879541,2.90246926417675,"8b223d60aa2000c040c32808a1c5d2a51cdd856dd8ebc6b54bc76c93bd7b1e0e",19,70,33,78.125,23,70.8333333333333,25,64.2857142857143,9.15,25.93,8.1,70.1030927835052,93.0783242258652,54.1015625,23
"Female",21,"jura",1,1,0,0,0,"Active",2,4,2,2,2,4,4,5,4,2,2,3,3,4,3,5,2,2,2,3,4,5,3,3,5,3,4,2,3,4,5,3,3,2,1,3,3,2,2,2,5,3,3,2,1,5,4,3,5,2,5,3,4,3,1,4,3,4,4,5,5,5,4,3,7,6,NA,5,1,1,1,1,2,3,4,2,3,2,2,2,2,4,2,1,1,1,3,2,1,3,3,3,9,5,0,"jura",190,4,1,2,"Disgust",2352.2,1,1,4,3,2,3010,1,2,4,3,1,3400,1,3,4,1,2,3140,1,4,4,1,2,3000,1,5,4,1,2,3150,1,6,2,100,190,2,200,150,1,0.000757079299960916,1.42653180444904,0.000510217822651787,0.974714686199791,0.000592259577307081,1.1563846905068,0.000442416278832036,0.847520171461861,0.000528246132436079,0.958476521570546,0.000610155484988778,1.07308657857651,"19fd7cce36f882c8ad66c0149966e403e5109ec89681a5bea18d6d86a7b4f146",19,70,26,56.25,20,58.3333333333333,23,57.1428571428571,8.83,19.05,7.52,67.3539518900344,61.7486338797814,48.4375,NA
"Female",28,"pædagog",1,1,0,0,0,"Active",3,2,1,1,1,4,5,5,4,3,2,4,3,4,3,5,3,1,3,3,4,4,2,4,5,5,5,3,2,2,2,3,3,4,4,3,3,3,3,1,2,3,3,3,3,5,4,3,3,1,2,3,3,3,1,4,5,3,4,5,3,4,5,3,6,6,7,9,3,2,1,1,3,4,4,1,1,2,1,1,1,1,3,3,3,2,6,1,3,1,1,2,5,4,0,"pædagog",190,1,3,1,"Neutral",9090,1,1,1,4,1,1510,1,2,1,4,1,1460,1,3,1,3,1,2221,1,4,1,3,NA,6930,1,5,1,4,2,1440,1,6,1,100,190,1,200,150,1,0.298341105939506,4.02455647503722,0.122027281583833,1.64333115613675,0.0329151678376929,0.449642498358296,0.00901518742975999,0.12386881372317,0.0275808381319684,0.376686354625203,0.0174889264048038,0.235781356842058,"af9e28ff47cff4589432705d014101343938164d38df052cf3d03c0c5eee4db9",19,70,25,53.125,24,75,27,71.4285714285714,8.42,18.58,9.58,63.8316151202749,59.6083788706739,68.5546875,19
"Male",22,"sprogvidenskab",0,2,0,1,0,"Inactive",3,7,1,1,1,2,3,4,4,3,3,2,2,3,2,4,4,2,2,5,1,4,3,3,2,5,5,5,3,4,4,3,5,5,4,2,4,2,3,3,3,3,4,4,4,2,4,3,3,3,3,3,4,4,2,3,2,2,4,3,3,4,2,3,8,6,7,8,1,2,2,1,4,3,3,2,2,3,1,2,1,2,4,2,3,2,6,3,2,4,4,4,9,7,0,"sprog/humanoira",190,2,4,1,"Joy",2341,1,1,2,4,1,2370,1,2,2,4,1,2091,1,3,2,3,2,1670,1,4,2,5,1,1463,1,5,2,4,1,2050,1,6,2,100,190,1,200,150,1,1.61068489495431,9.40311485723013,0.313792650323491,1.87089738914134,0.370521960264841,2.10127853591116,0.126843577546166,0.698974031351378,0.632876200349481,3.61832219121184,0.0975403469108617,0.540961990074598,"91888b8c61d2918de84fd117e518845ba022198874f46ade121c3a58fc4d9495",17,60,22,43.75,17,45.8333333333333,19,42.8571428571429,7.79,15.65,6.92,58.4192439862543,46.2659380692168,42.578125,21
"Female",26,"kommunikation",1,1,0,0,0,"Active",3,3,1,1,1,2,4,5,4,3,3,4,4,2,2,5,5,2,3,5,5,4,2,5,4,5,5,5,5,3,4,4,4,3,4,3,3,2,5,1,2,4,3,2,1,4,4,3,2,1,3,3,3,2,1,1,3,1,3,4,3,4,3,3,7,8,7,8,3,2,2,2,1,3,3,2,3,1,1,2,1,2,2,2,3,2,9,1,2,3,3,4,8,6,0,"kommunikation",182.5,4,4,1,"Neutral",1510,1,1,4,3,2,9090,1,2,4,2,2,2221,1,3,4,3,1,6930,1,4,4,4,1,1440,1,5,4,3,2,1460,1,6,2,70,182.5,2,150,112.5,1,1.32609171056029,9.20445700150805,0.562029856671978,3.88591508789453,0.0978844245450064,0.711488424185882,0.108694718719131,0.7474056244198,0.0776052550783233,0.504483468344526,0.032916995666512,0.220071539438134,"58f43899307968b9558e7fe8ac0bc87f73bca15d7c71088002f88b331c5db669",20,75,22,43.75,27,87.5,31,85.7142857142857,9.13,16.04,12.38,69.9312714776632,48.0418943533697,95.8984375,22
"Female",23,"sprogvidenskab",0,1,0,0,0,"Active",2,3,1,1,0,2,4,4,3,4,5,4,4,2,3,5,5,3,4,3,5,4,4,5,5,4,4,2,2,3,3,3,4,3,3,3,2,2,4,2,3,3,4,2,2,2,2,2,3,2,4,4,2,2,1,3,4,4,4,4,5,5,5,4,5,7,9,9,2,2,1,1,4,1,4,1,2,3,1,2,1,1,2,2,2,1,7,1,1,3,1,2,10,8,0,"engelsk",190,2,5,1,"Neutral",1440,1,1,2,1,4,6930,1,2,2,3,2,2221,1,3,2,3,2,9090,1,4,2,4,1,1510,1,5,2,5,1,1460,1,6,2,100,190,1,200,150,1,1.10617972439502,4.9822996915665,0.262236375666082,1.17321912599185,0.300796939817313,1.36448046142825,0.152470224477192,0.672069542138948,0.0144615926392674,0.0596730062285178,0.0145218773692398,0.0575454899394935,"719ef5f0f110e3056647b646b6311a6976ce8d48da9fcf673a396aa0a68cfd30",22,85,26,56.25,26,83.3333333333333,30,82.1428571428571,10.22,16.97,12.38,79.2955326460481,52.2768670309654,95.8984375,21
"Male",27,"matematik",0,1,0,0,0,"Active",4,6,1,1,1,4,3,4,5,1,3,3,2,4,3,4,3,2,2,4,2,1,2,3,4,5,5,5,4,5,4,2,4,4,2,3,2,2,4,4,4,4,2,2,2,4,2,4,3,1,2,2,2,2,1,4,5,5,4,5,5,5,5,5,1,8,7,7,2,2,1,1,3,4,5,4,5,2,4,4,3,4,4,1,5,3,2,1,1,3,4,3,10,10,0,"matematik",172.5,3,3,1,"Neutral",2221,1,1,3,2,3,6930,1,2,3,4,3,1460,1,3,3,5,1,1510,1,4,3,3,1,9090,1,5,3,5,1,1440,1,6,1,80,172.5,2,150,112.5,1,0.686642603091843,7.95688678603916,0.219241487257481,2.5503799462981,0.105204753651733,1.24178821344949,0.0564005600779498,0.62724019755923,0.114932806955546,1.31900690201213,0.201231828935554,2.36899653743297,"cff01c5ebd244a8b468dc07208d735337291806b37c7625645e439e79c6b37d1",14,45,24,50,19,54.1666666666667,21,50,6.81,18.69,7.18,50,60.1092896174863,45.1171875,16
"Female",24,"økonomi",1,1,0,0,0,"Active",2,7,0,0,0,4,4,4,3,5,2,4,2,5,4,5,5,2,3,4,3,2,5,4,4,5,5,3,5,2,3,4,3,3,2,3,3,2,3,2,2,4,2,2,2,2,2,1,1,2,2,4,2,2,1,2,2,4,3,2,2,4,3,2,8,6,7,8,3,2,1,1,3,3,3,1,1,3,2,2,1,1,2,2,2,1,4,1,2,3,3,4,8,4,0,"erhvervsøkonomi",190,1,4,3,"Fear",1052,1,1,1,4,2,1110,1,2,1,1,4,5970,1,3,1,3,3,1302,1,4,1,3,3,3280,1,5,1,1,5,1930,1,6,1,100,190,1,200,150,1,2.69083760069217,12.2002276116184,0.439660762994447,2.04540836481583,0.828202790553502,3.75887705411763,0.642100300250482,2.97388092457867,0.476302047927305,2.08221234450269,0.278447127101347,1.28080361593109,"28d3f7ed029d9d0a22d7426dc21c09fca6eaceb14482ffa81eb07888abb8633d",16,55,33,78.125,23,70.8333333333333,25,64.2857142857143,6.24,21.22,10.4,45.1030927835052,71.6302367941712,76.5625,21
"Male",24,"kommunikation",0,1,0,0,0,"Active",2,7,1,1,1,4,5,4,5,4,2,4,2,4,3,5,4,3,2,2,2,5,1,3,3,5,5,5,2,2,2,2,2,3,2,4,4,3,2,1,1,2,1,1,1,3,3,2,4,1,1,2,1,2,1,2,3,1,2,2,1,4,4,3,4,2,6,8,2,2,4,1,1,1,4,2,4,2,1,2,1,3,3,4,4,3,99,2,1,2,2,1,9,5,0,"kommunikation",195,2,4,2,"Neutral",1510,1,1,2,3,4,9090,1,2,2,3,2,2221,1,3,2,5,1,1460,1,4,2,2,4,6930,1,5,2,5,2,1440,1,6,2,50,195,1,140,105,1,0.398427966748291,6.24641243171816,0.157912797255692,2.48409661796739,0.116377629985679,1.82026877909555,0.321533424597774,5.03384974294998,0.15931398351371,2.51024049943654,0.177912802516145,2.77717765036059,"07f924f1df6433c2754a0a8a971252fb47d2beea008a803c917403babe9d2cfd",18,65,24,50,23,70.8333333333333,25,64.2857142857143,7.73,18.51,8.26,57.9037800687285,59.2896174863388,55.6640625,12
"Male",23,"statskundskab",0,1,0,0,0,"Active",4,3,1,1,1,1,2,5,5,2,4,3,4,2,2,4,2,2,3,2,1,5,2,2,2,2,2,4,1,1,1,2,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,5,5,5,5,5,9,9,6,10,5,5,5,5,1,4,5,3,5,3,4,4,3,5,3,2,2,1,10,2,3,3,2,4,5,7,0,"offentlig politik og økonomi",190,4,3,3,"Fear",1302,1,1,4,2,4,1110,1,2,4,3,2,3280,1,3,4,2,4,1930,1,4,4,2,5,5970,1,5,4,2,5,1052,1,6,2,100,190,2,200,150,1,0.478092941534053,2.23479880403823,0.726321618115794,3.40866880959439,0.0667624246728607,0.284792197794534,0.0491653781794233,0.261350701322633,0.231053710619791,1.05916317817711,1.57453891845789,7.32188865731766,"6cb212791911ffeb86d85ca6b437587e0955ce021c7bd1be86bd97a6ae15b4f5",21,80,15,21.875,15,37.5,19,42.8571428571429,10.27,11.54,5.04,79.7250859106529,27.5500910746812,24.21875,24
"Female",22,"økonomi",0,1,0,1,0,"Inactive",4,7,1,1,1,3,4,4,4,3,3,2,1,3,2,3,5,3,2,3,4,4,2,4,5,4,3,2,2,3,4,3,1,1,2,3,2,3,2,2,5,3,1,1,1,2,2,2,1,2,3,4,1,1,1,3,2,3,4,3,3,5,3,4,7,8,8,8,5,5,4,4,1,4,4,3,4,1,4,4,2,4,3,3,4,2,8,4,2,4,2,3,7,6,0,"erhvervsøkonomi",137.5,6,4,1,"Neutral",2221,1,1,6,4,1,1510,1,2,6,5,1,1440,1,3,6,2,2,9090,1,4,6,1,3,6930,1,5,6,5,1,1460,1,6,2,100,137.5,3,130,97.5,1,0.199799384844502,4.2083895874446,0.108600945350412,2.23410189290346,0.203300323800821,4.28150073160149,0.0502473571679342,1.03413420389066,0.0636859281998471,1.36318931963644,0.101360359803274,2.13874455879453,"3519791373ea65df835f615fd18e1ab97e79fb5d6a735e0833152819a95f4dde",16,55,24,50,23,70.8333333333333,24,60.7142857142857,7.36,17.24,10.06,54.7250859106529,53.5063752276867,73.2421875,23
"Female",21,"økonomi",0,1,0,1,1,"Inactive",4,3,1,1,1,3,2,5,3,4,5,4,3,2,2,5,3,2,3,4,3,4,3,3,5,4,3,1,1,3,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,5,5,5,5,5,7,6,10,5,2,5,3,1,4,5,3,5,1,3,3,2,4,1,2,4,2,6,1,3,3,4,1,7,7,0,"økonomi",190,3,1,4,"Disgust",3000,1,1,3,1,4,3400,1,2,3,2,3,3010,1,3,3,2,1,2352.2,1,4,3,1,5,3140,1,5,3,2,4,3150,1,6,1,100,190,2,200,150,1,1.81878516714663,5.99742802917475,1.5273988244554,5.03441198394596,0.456672074877743,1.50097095306245,0.21036521816091,0.695738327291092,0.153719842385055,0.498809793275788,0.323268361301326,1.0658664129912,"9377a46a7a804212748891fd12f6301673e70658e166dff7e05c2835464ddb2f",22,85,25,53.125,18,50,21,50,10.23,15.09,8.1,79.3814432989691,43.7158469945355,54.1015625,18
"Male",48,"kommunikation",1,1,0,0,0,"Active",2,5,1,1,1,2,4,4,4,4,3,2,2,2,3,5,3,3,3,3,5,5,3,4,3,5,5,5,3,5,5,1,5,5,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,2,7,7,7,2,3,4,2,3,2,3,2,2,3,1,2,1,1,1,3,5,3,0,1,1,2,1,3,7,10,0,"kommunikation",207.5,5,2,NA,"Disgust",3150,1,1,5,3,3,3010,1,2,5,2,4,3000,1,3,5,4,1,2352.2,1,4,5,3,3,3140,1,5,5,2,4,3400,1,6,1,30,207.5,3,130,97.5,1,0.204191698500658,3.33012287932478,0.273094824345901,4.45165249969059,0.176620499446568,2.88102507030066,0.245862940888568,4.00800443928526,0.0508161651121382,0.824825957592585,0.245626132621181,4.00109834166047,"fce6402c466a8eb62676eb19d95f16698276f6784a4c3e855b3dc99c95f16e7b",20,75,23,46.875,22,66.6666666666667,24,60.7142857142857,8.89,16.1,9.24,67.8694158075601,48.3151183970856,65.234375,16
"Female",22,"økonomi",0,1,0,1,0,"Inactive",4,8,1,1,1,4,4,2,4,3,2,3,3,4,4,5,2,4,4,5,3,4,2,2,3,3,4,3,2,2,3,3,2,3,3,4,2,4,3,4,3,3,3,3,4,4,2,4,2,2,3,4,3,2,1,2,4,2,3,3,2,4,4,2,7,7,8,6,2,3,2,3,3,2,3,2,3,2,1,3,1,1,2,4,2,1,4,4,1,4,3,1,4,4,0,"erhvervsøkonomi",155,1,2,4,"Disgust",3140,1,1,1,1,5,3150,1,2,1,3,3,2352.2,1,3,1,1,4,3400,1,4,1,1,5,3000,1,5,1,1,5,3010,1,6,1,90,155,1,140,105,1,1.18926299039389,3.21168175063547,1.98404008635866,5.35607758001173,0.954095888782161,2.58752611687455,1.70260259327281,4.59209397221668,2.51745136899306,6.80427857463033,1.54306605495713,4.16681608323451,"de4cf7c44548032d3ee0fda8405d7f4710d4e79d8111160b50f6b6f53cd54904",17,60,29,65.625,18,50,21,50,7.49,21.49,6.04,55.8419243986254,72.8597449908925,33.984375,22
"Male",23,"økonomi",0,1,1,0,0,"Inactive",3,4,1,1,1,2,5,4,5,2,4,5,1,3,2,5,4,2,5,4,4,5,4,4,5,4,4,4,2,3,3,3,2,3,1,3,3,4,2,2,3,3,2,3,1,3,3,3,4,2,3,3,1,3,1,4,4,4,3,3,3,4,4,4,7,5,6,9,2,3,2,2,2,2,3,1,3,3,2,3,1,3,4,3,2,3,7,1,1,3,1,4,9,7,0,"erhvervsøkonomi",152.5,1,3,3,"Fear",1302,1,1,1,2,3,3280,1,2,1,3,2,1052,1,3,1,2,2,5970,1,4,1,1,3,1930,1,5,1,2,3,1110,1,6,1,100,152.5,1,150,112.5,1,0.947585220638177,6.81561412985603,0.236456069421045,1.70280162821421,0.557743928412314,4.00996879217826,0.530132526082026,3.81961916697089,0.8471535111709,6.10499348576948,0.213964652846816,1.54095114517693,"edc64a7750010ce475273f42194ec4ea4bbce64c6b047bd1e71ad6d2470eb254",23,90,24,50,27,87.5,28,75,11.14,18.33,10.66,87.1993127147766,58.4699453551912,79.1015625,18
"Male",19,"statskundskab",0,1,1,1,1,"Inactive",4,1,2,2,2,4,3,3,4,2,3,3,3,4,2,4,3,4,4,3,2,4,3,2,3,3,4,2,1,2,5,1,1,1,1,2,2,2,1,2,5,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,1,4,5,5,9,5,5,5,3,1,5,5,5,5,1,3,5,5,4,1,2,3,2,5,2,1,4,4,4,8,8,0,"statskundskab",202.5,2,4,1,"Neutral",1440,1,1,2,4,2,9090,1,2,2,3,2,6930,1,3,2,5,1,1460,1,4,2,2,3,2221,1,5,2,4,2,1510,1,6,2,50,202.5,1,150,112.5,1,0.486812626307395,3.46193263241002,0.339039383490641,2.40902577560996,0.462380911133857,3.28236088910363,0.449437139047058,3.19038143694351,0.261208570600831,1.85319268603121,0.0668404781056412,0.478327504298429,"92f85344ac5c744a7bb689ab76c01a6f4784156c5e31bee65b28c13daf6e5c05",18,65,25,53.125,17,45.8333333333333,20,46.4285714285714,8.55,18.21,6.2,64.9484536082474,57.9234972677596,35.546875,14
"Female",29,"medicin",1,2,1,1,1,"Inactive",4,2,1,2,2,2,3,4,5,4,1,3,3,4,4,4,3,1,1,4,4,2,4,5,3,5,5,4,4,2,3,2,5,3,4,4,4,4,4,1,3,3,5,3,2,4,4,4,4,1,3,3,5,4,2,1,2,2,2,2,2,4,4,2,4,5,5,7,5,3,4,3,3,3,3,4,3,4,3,2,3,2,5,2,3,2,8,2,3,3,3,4,10,7,0,"medicin",190,4,3,2,"Fear",5970,1,1,4,2,3,1110,1,2,4,2,3,3280,1,3,4,2,4,1052,1,4,4,1,5,1302,1,5,4,1,5,1930,1,6,2,100,190,2,200,150,1,1.34501236777322,15.7161893316054,0.245294442239289,2.87997032955194,0.0732023416245305,0.866073889430022,0.0311451049124146,0.38441656302197,0.236684010505773,2.74909912834687,0.0179609790314641,0.208332731681624,"448f65c2e1675b353ab072777a162b3a2894e9fb674b02f123e4d7e1cf53feb0",12,35,26,56.25,23,70.8333333333333,26,67.8571428571429,4.52,17.79,10.14,30.3264604810997,56.0109289617486,74.0234375,14
"Female",39,"lærer",1,1,0,0,0,"Active",2,2,1,1,1,3,3,5,4,2,5,4,2,3,3,5,4,3,5,4,4,5,4,4,3,5,5,3,3,2,3,4,4,4,4,4,4,3,3,1,4,4,3,3,1,4,3,2,3,1,3,4,3,3,1,1,2,3,1,3,3,2,4,3,4,4,6,8,1,3,2,2,3,1,2,1,2,3,1,1,1,1,4,3,3,4,6,2,1,2,2,2,2,5,0,"lærer",190,3,2,3,"Fear",1052,1,1,3,2,4,3280,1,2,3,3,2,5970,1,3,3,3,3,1930,1,4,3,3,2,1302,1,5,3,2,2,1110,1,6,1,100,190,2,200,150,1,0.523185429049733,3.43329969391159,0.721790134978272,4.73945737236008,0.285419899371383,1.8727124315006,0.442808898175856,2.90848772955048,0.394784197523937,2.5888135651362,0.429908183839704,2.81935634336736,"c9650320deb39313e3d4145d4e782c6eb76d0fbc2889777dd4ba22eb814cfc21",25,100,25,53.125,23,70.8333333333333,25,64.2857142857143,12.31,17.92,10.24,97.2508591065292,56.6029143897996,75,14
"Male",30,"historie",2,1,1,1,0,"Inactive",3,2,1,1,1,3,4,4,5,3,2,4,1,3,2,4,4,3,3,3,2,4,2,3,3,5,5,4,3,3,4,4,3,3,2,3,2,2,2,2,3,3,1,1,1,4,1,3,3,2,4,4,1,1,1,2,3,2,4,4,4,4,4,4,4,6,5,8,5,5,3,3,2,4,4,3,3,2,2,3,2,3,4,3,4,2,8,3,4,3,3,3,10,7,0,"historie",152.5,4,3,2,"Fear",3280,1,1,4,4,3,5970,1,2,4,2,4,1930,1,3,4,4,2,1110,1,4,4,2,3,1052,1,5,4,2,3,1302,1,6,2,100,152.5,2,150,112.5,1,3.22388756066462,6.04659358611005,1.28851724528817,2.42924157885802,1.02385079398687,1.89118390991259,0.168776547967897,0.349878169920198,0.375833163316913,0.684513602769528,0.16565324394161,0.306017625847438,"2ba7ee0b97984027f3086da4c50b36ed85d9ea5161b00fb0d69ae353c147b844",17,60,22,43.75,22,66.6666666666667,23,57.1428571428571,7.53,16.73,8.26,56.1855670103093,51.183970856102,55.6640625,15
"Female",23,"marketing",0,1,0,0,0,"Active",3,8,1,1,1,2,3,2,4,3,1,4,3,5,3,5,5,4,2,4,3,3,4,3,4,3,4,4,3,3,5,4,2,2,1,2,2,2,3,3,3,5,1,1,1,1,1,3,2,1,3,4,1,1,1,2,2,2,5,4,4,5,5,4,5,10,9,6,3,4,3,1,1,4,4,3,3,1,1,3,2,1,1,1,4,1,4,2,1,4,4,99,8,9,0,"marketing",203.75,2,3,2,"Joy",2341,1,1,2,5,1,2370,1,2,2,5,1,2091,1,3,2,3,1,1670,1,4,2,5,1,2050,1,5,2,5,2,1463,1,6,2,45,203.75,1,145,108.75,1,0.813051946064648,13.3584649472493,0.0463551482688603,0.760843355384633,0.00891466421004609,0.147497670856653,0.00817543990925035,0.134711482645737,0.0215186836327035,0.350598635466497,0.0303260846656049,0.504397960655989,"ed54d654f7f3883dbdae1e60fc9605281dcdf3f9ac5fb57d9ccb7dbaaa90fd7c",13,40,29,65.625,22,66.6666666666667,25,64.2857142857143,5.34,20.09,9.42,37.3711340206186,66.4845173041894,66.9921875,24
"Male",20,"økonomi",0,2,0,0,0,"Active",3,4,1,1,2,3,4,4,5,3,3,4,3,3,2,5,5,3,2,3,2,3,2,4,3,3,3,3,4,2,3,2,2,2,1,2,2,3,3,2,3,3,3,3,1,1,1,2,2,2,2,3,3,2,2,3,4,4,3,3,5,5,4,4,8,5,6,7,2,2,3,2,3,1,4,1,3,3,3,4,1,4,3,99,99,99,9,1,1,4,4,2,8,8,0,"økonomi",158.75,5,4,1,"Joy",1463,1,1,5,3,2,1670,1,2,5,3,2,2341,1,3,5,4,1,2091,1,4,5,4,1,2370,1,5,5,3,2,2050,1,6,1,0,158.75,3,25,18.75,1,2.77607927834742,11.286387332566,2.732469830521,11.1062917267389,0.360279671158193,1.46452046964051,0.722073436502278,2.92850465509463,0.784786407875807,3.19660156170929,0.300664992045315,1.21195426936871,"f1e9ca30aa84a4d6d546f7825667da4a00720b3109a77d5430fe94410b7501bb",17,60,22,43.75,24,75,27,71.4285714285714,7.68,16.73,9.9,57.4742268041237,51.183970856102,71.6796875,19
